Title,Author,Book_info_url,Book_cover_url,Amazon_url,Apple_book_url
A Bigger Picture,Malcolm Turnbull,https://www.goodbooks.io/books/a-bigger-picture,https://global-uploads.webflow.com/5e33a765cf951f99dc204f8b/5ea76f940e564ea472639b36_a-bigger-picture.jpg,https://www.amazon.com/gp/product/B083ZY53YK/,https://books.apple.com/us/audiobook/a-bigger-picture/id1505115872?itsct=books_toolbox&itscg=30200&at=1000l35AS&ct=audio-books_a_bigger_picture&ls=1
A Book of Myths,Jeanie Lang,https://www.goodbooks.io/books/a-book-of-myths,https://global-uploads.webflow.com/5e33a765cf951f99dc204f8b/5e832092e893cd358856e17c_a-book-of-myths.jpeg,https://www.amazon.com/Book-Myths-Jean-Lang/dp/1374870927/,https://books.apple.com/us/book/a-book-of-myths/id511148841?itsct=books_toolbox&itscg=30200&at=1000l35AS&ls=1
A Brief History of Everything,Ken Wilber,https://www.goodbooks.io/books/a-brief-history-of-everything,https://global-uploads.webflow.com/5e33a765cf951f99dc204f8b/5e5836b14e976e349c1effab_a-brief-history-of-everything.jpeg,https://www.amazon.com/dp/1611804523,https://books.apple.com/us/book/a-brief-history-of-everything/id1161753609?itsct=books_toolbox&itscg=30200&at=1000l35AS&ls=1
A Brief History of Seven Killings,Marlon James,https://www.goodbooks.io/books/a-brief-history-of-seven-killings,https://global-uploads.webflow.com/5e33a765cf951f99dc204f8b/5e89a0448a0ceeb0277f8fd6_a-brief-history-of-seven-killings.jpeg,https://www.amazon.com/dp/1594633940/,https://books.apple.com/us/book/a-brief-history-of-seven-killings/id828736782?itsct=books_toolbox&itscg=30200&at=1000l35AS&ls=1
A Brief History of Time,Stephen Hawking,https://www.goodbooks.io/books/a-brief-history-of-time,https://global-uploads.webflow.com/5e33a765cf951f99dc204f8b/5e5836b32197ecdce84e5928_a-brief-history-of-time.jpeg,https://www.amazon.com/dp/B004WY3D0O,https://books.apple.com/us/book/a-brief-history-of-time/id432777983?itsct=books_toolbox&itscg=30200&at=1000l35AS&ls=1
A Calendar of Wisdom,Leo Tolstoy,https://www.goodbooks.io/books/a-calendar-of-wisdom,https://global-uploads.webflow.com/5e33a765cf951f99dc204f8b/6009efc57efb550fe0feece5_a-calendar-of-wisdom.jpg,https://www.amazon.com/Calendar-Wisdom-Thoughts-Nourish-Selected/dp/0684837935/,https://books.apple.com/us/book/a-calendar-of-wisdom-new-translation/id1229071841?itsct=books_toolbox&itscg=30200&at=1000l35AS&ct=books_a_calendar_of_wisdom%3A_new_translat&ls=1
A Champion's Mind,Pete Sampras,https://www.goodbooks.io/books/a-champions-mind,https://global-uploads.webflow.com/5e33a765cf951f99dc204f8b/5e5836b4f6af4fb23069ed38_a-champions-mind.jpeg,https://www.amazon.com/dp/0307383296,https://books.apple.com/us/book/a-champions-mind/id420265168?itsct=books_toolbox&itscg=30200&at=1000l35AS&ls=1
A Christmas Carol,Charles Dickens,https://www.goodbooks.io/books/a-christmas-carol,https://global-uploads.webflow.com/5e33a765cf951f99dc204f8b/5e5836b507af5ba7c42bdb21_a-christmas-carol.jpeg,https://www.amazon.com/Christmas-Carol-Charles-Dickens/dp/1640321136,https://books.apple.com/us/book/a-christmas-carol/id776907557?itsct=books_toolbox&itscg=30200&at=1000l35AS&ls=1
A Clash of Kings,George R. R. Martin,https://www.goodbooks.io/books/a-clash-of-kings,https://global-uploads.webflow.com/5e33a765cf951f99dc204f8b/5e5836b67cd62866d8fce3f0_a-clash-of-kings.jpeg,https://www.amazon.com/Clash-Kings-Song-Fire-Book/dp/0553108034,https://books.apple.com/us/book/a-clash-of-kings/id419935303?itsct=books_toolbox&itscg=30200&at=1000l35AS&ls=1
A Collaboration with Nature,Andy Goldsworthy,https://www.goodbooks.io/books/a-collaboration-with-nature,https://global-uploads.webflow.com/5e33a765cf951f99dc204f8b/5e5836b72197ec71564e597f_a-collaboration-with-nature.jpeg,https://www.amazon.com/dp/0810933519,
A Collection of Essays,George Orwell,https://www.goodbooks.io/books/a-collection-of-essays,https://global-uploads.webflow.com/5e33a765cf951f99dc204f8b/5e5836b858cc463077de899a_a-collection-of-essays.jpeg,https://www.amazon.com/dp/0156186004,https://books.apple.com/us/book/a-collection-of-essays/id885598310?itsct=books_toolbox&itscg=30200&at=1000l35AS&ls=1
A Comprehensive Introduction to Differential Geometry,Michael Spivak,https://www.goodbooks.io/books/a-comprehensive-introduction-to-differential-geometry,https://global-uploads.webflow.com/5e33a765cf951f99dc204f8b/5e5836ba7cd628fb1efce401_a-comprehensive-introduction-to-differential-geometry.jpeg,https://www.amazon.com/dp/0914098705,
A Confederacy of Dunces,John Kennedy Toole,https://www.goodbooks.io/books/a-confederacy-of-dunces,https://global-uploads.webflow.com/5e33a765cf951f99dc204f8b/5e572844fa858fab58b92305_a-confederacy-of-dunces.jpeg,https://www.amazon.com/dp/0802130208,https://books.apple.com/us/book/a-confederacy-of-dunces/id430693235?itsct=books_toolbox&itscg=30200&at=1000l35AS&ls=1
A Course in Mathematical Analysis,Douard Goursat,https://www.goodbooks.io/books/a-course-in-mathematical-analysis,https://global-uploads.webflow.com/5e33a765cf951f99dc204f8b/5e5836bb4e976ec4161effb9_a-course-in-mathematical-analysis.jpeg,https://www.amazon.com/dp/0802130208,
A Cultural History of Physics,KÃ¡roly Simonyi,https://www.goodbooks.io/books/a-cultural-history-of-physics,https://global-uploads.webflow.com/5e33a765cf951f99dc204f8b/5e927aeb65892be960111ee5_a-cultural-history-of-physics.jpeg,https://www.amazon.com/Cultural-History-Physics-K%C3%A1roly-Simonyi/dp/1568813295/,
A Curious Discovery,John S. Hendricks,https://www.goodbooks.io/books/a-curious-discovery,https://global-uploads.webflow.com/5e33a765cf951f99dc204f8b/5e5836bcc8f587d05a628e67_a-curious-discovery.jpeg,https://www.amazon.com/dp/0062128558,https://books.apple.com/us/book/a-curious-discovery/id569178825?itsct=books_toolbox&itscg=30200&at=1000l35AS&ls=1
A Curious Mind,Brian Grazer,https://www.goodbooks.io/books/a-curious-mind,https://global-uploads.webflow.com/5e33a765cf951f99dc204f8b/5e5836bdf6af4f689a69ed79_a-curious-mind.jpeg,https://www.amazon.com/dp/1476730776,https://books.apple.com/us/book/a-curious-mind/id896350490?itsct=books_toolbox&itscg=30200&at=1000l35AS&ls=1
A Dance to the Music of Time,Anthony Powell,https://www.goodbooks.io/books/a-dance-to-the-music-of-time,https://global-uploads.webflow.com/5e33a765cf951f99dc204f8b/5ebbcc971b0b4569adc2b9ae_a-dance-to-the-music-of-time.jpeg,https://www.amazon.com/Dance-Music-Time-First-Movement/dp/0226677141/,https://books.apple.com/us/book/a-question-of-upbringing/id566636644?itsct=books_toolbox&itscg=30200&at=1000l35AS&ct=books_a_question_of_upbringing&ls=1
A Dance with Dragons,George R. R. Martin,https://www.goodbooks.io/books/a-dance-with-dragons,https://global-uploads.webflow.com/5e33a765cf951f99dc204f8b/5e5836be7cd628e2d2fce40a_a-dance-with-dragons.jpeg,https://www.amazon.com/dp/B003YL4LYI,https://books.apple.com/us/book/a-dance-with-dragons/id424007351?itsct=books_toolbox&itscg=30200&at=1000l35AS&ls=1
A Death in the Family,James Agee,https://www.goodbooks.io/books/a-death-in-the-family,https://global-uploads.webflow.com/5e33a765cf951f99dc204f8b/5f7116b8d5662df9def74907_a-death-in-the-family.jpeg,https://www.amazon.com/Death-Family-Penguin-Classics/dp/014310571X/,https://books.apple.com/us/book/a-death-in-the-family/id357915780?itsct=books_toolbox&itscg=30200&at=1000l35AS&ls=1
A Decade of Research,Giuliana Ed Lavendel,https://www.goodbooks.io/books/a-decade-of-research,https://global-uploads.webflow.com/5e33a765cf951f99dc204f8b/5e5836c04e976e2b171effbd_a-decade-of-research.jpeg,https://www.amazon.com/dp/0835213277,
A Different Way to Win,Jim Rooney,https://www.goodbooks.io/books/a-different-way-to-win,https://global-uploads.webflow.com/5e33a765cf951f99dc204f8b/5e89a053fbc2c005cfd743e0_a-different-way-to-win.jpeg,https://www.amazon.com/dp/1733404910/,https://books.apple.com/us/book/a-different-way-to-win/id1535862382?itsct=books_toolbox&itscg=30200&at=1000l35AS&ct=books_a_different_way_to_win&ls=1
A Fan's Notes,Frederick Exley,https://www.goodbooks.io/books/a-fans-notes,https://global-uploads.webflow.com/5e33a765cf951f99dc204f8b/5e5836c27cd628cc18fce41b_a-fans-notes.jpeg,https://www.amazon.com/dp/0679720766,https://books.apple.com/us/book/a-fans-notes/id420430667?itsct=books_toolbox&itscg=30200&at=1000l35AS&ls=1
A Farewell to Arms,Ernest Hemingway,https://www.goodbooks.io/books/a-farewell-to-arms,https://global-uploads.webflow.com/5e33a765cf951f99dc204f8b/5e5836c307af5b22ad2bdb72_a-farewell-to-arms.jpeg,https://www.amazon.com/dp/0243323425,https://books.apple.com/us/book/a-farewell-to-arms/id504402526?itsct=books_toolbox&itscg=30200&at=1000l35AS&ls=1
