Title,Author,Book_info_url,Book_cover_url,Amazon_url,Apple_book_url
A Thread Across the Ocean,John Steele Gordon,https://www.goodbooks.io/books/a-thread-across-the-ocean,https://global-uploads.webflow.com/5e33a765cf951f99dc204f8b/5e5837144e976e49431f0358_a-thread-across-the-ocean.jpeg,https://www.amazon.com/dp/0060524464,https://books.apple.com/us/audiobook/a-thread-across-the-ocean-unabridged/id1423880124?itsct=books_toolbox&itscg=30200&at=1000l35AS&ls=1
A Time for New Dreams,Ben Okri,https://www.goodbooks.io/books/a-time-for-new-dreams,https://global-uploads.webflow.com/5e33a765cf951f99dc204f8b/5e583715c8f58762c462901a_a-time-for-new-dreams.jpeg,https://www.amazon.com/dp/1788549635,
A Treatise of Human Nature,David Hume,https://www.goodbooks.io/books/a-treatise-of-human-nature,https://global-uploads.webflow.com/5e33a765cf951f99dc204f8b/5ebbcca4abfa0373af13a16b_a-treatise-of-human-nature.jpeg,https://www.amazon.com/Treatise-Human-Nature-Biographical-Introduction-ebook/dp/B000FC1WWI/,https://books.apple.com/us/book/a-treatise-of-human-nature/id506006779?itsct=books_toolbox&itscg=30200&at=1000l35AS&ct=books_a_treatise_of_human_nature&ls=1
A Tree Grows in Brooklyn,Betty Smith,https://www.goodbooks.io/books/a-tree-grows-in-brooklyn,https://global-uploads.webflow.com/5e33a765cf951f99dc204f8b/5e5837161af7dff98d3f2290_a-tree-grows-in-brooklyn.jpeg,https://www.amazon.com/dp/0061120073,https://books.apple.com/us/book/a-tree-grows-in-brooklyn/id363689558?itsct=books_toolbox&itscg=30200&at=1000l35AS&ls=1
A Truck Full of Money,Tracy Kidder,https://www.goodbooks.io/books/a-truck-full-of-money,https://global-uploads.webflow.com/5e33a765cf951f99dc204f8b/5e72aade841dc031b39928f3_a-truck-full-of-money.jpeg,https://www.amazon.com/Truck-Full-Money-Tracy-Kidder/dp/0812995244/,https://books.apple.com/us/book/a-truck-full-of-money/id1102427334?itsct=books_toolbox&itscg=30200&at=1000l35AS&ls=1
A Type Primer,John Kane,https://www.goodbooks.io/books/a-type-primer,https://global-uploads.webflow.com/5e33a765cf951f99dc204f8b/5e83209da4b3f1c8ded11c94_a-type-primer.jpeg,https://www.amazon.com/Type-Primer-2nd-John-Kane/dp/1786276356/,
A Universe from Nothing,Lawrence M. Krauss,https://www.goodbooks.io/books/a-universe-from-nothing,https://global-uploads.webflow.com/5e33a765cf951f99dc204f8b/5e58371758cc460520de8d29_a-universe-from-nothing.jpeg,https://www.amazon.com/dp/1451624468,https://books.apple.com/us/book/a-universe-from-nothing/id427555524?itsct=books_toolbox&itscg=30200&at=1000l35AS&ls=1
A Uterus Is a Feature; Not a Bug,Sarah Lacy,https://www.goodbooks.io/books/a-uterus-is-a-feature-not-a-bug,https://global-uploads.webflow.com/5e33a765cf951f99dc204f8b/5ebbcca4cc781e7298b16290_a-uterus-is-a-feature-not-a-bug.jpeg,https://www.amazon.com/Uterus-Feature-Not-Bug-Overthrowing/dp/B075KNN5JC/,https://books.apple.com/us/book/a-uterus-is-a-feature-not-a-bug/id1207735149?itsct=books_toolbox&itscg=30200&at=1000l35AS&ct=books_a_uterus_is_a_feature%2C_not_a_bug&ls=1
A Vast Machine,Paul N. Edwards,https://www.goodbooks.io/books/a-vast-machine,https://global-uploads.webflow.com/5e33a765cf951f99dc204f8b/5e5837181af7df77be3f2298_a-vast-machine.jpeg,https://www.amazon.com/dp/0262518635,https://books.apple.com/us/book/a-vast-machine/id1521697425?itsct=books_toolbox&itscg=30200&at=1000l35AS&ls=1
A Very Expensive Poison,Luke Harding,https://www.goodbooks.io/books/a-very-expensive-poison,https://global-uploads.webflow.com/5e33a765cf951f99dc204f8b/5e58371afa50565e97064963_a-very-expensive-poison.jpeg,https://www.amazon.com/dp/1101973994,https://books.apple.com/us/book/a-very-expensive-poison/id1173308812?itsct=books_toolbox&itscg=30200&at=1000l35AS&ls=1
A Vindication of the Rights of Men,Mary Wollstonecraft,https://www.goodbooks.io/books/a-vindication-of-the-rights-of-men,https://global-uploads.webflow.com/5e33a765cf951f99dc204f8b/5f157e8d8602cb4e6272a9c0_a-vindication-of-the-rights-of-men.jpeg,https://www.amazon.com/Vindication-Rights-Woman-Men/dp/019955546X/,https://books.apple.com/us/book/a-vindication-of-the-rights-of-men/id1261955506?itsct=books_toolbox&itscg=30200&at=1000l35AS&ct=books_a_vindication_of_the_rights_of_men&ls=1
A Virtuous Woman,Kaye Gibbons,https://www.goodbooks.io/books/a-virtuous-woman,https://global-uploads.webflow.com/5e33a765cf951f99dc204f8b/5e58371b1af7df60263f229f_a-virtuous-woman.jpeg,https://www.amazon.com/dp/B00DCER24I,https://books.apple.com/us/book/a-virtuous-woman/id1384788691?itsct=books_toolbox&itscg=30200&at=1000l35AS&ls=1
A Visit from the Goon Squad,Jennifer Egan,https://www.goodbooks.io/books/a-visit-from-the-goon-squad,https://global-uploads.webflow.com/5e33a765cf951f99dc204f8b/5e83209eeb7ca0b47c060371_a-visit-from-the-goon-squad.jpeg,https://www.amazon.com/Visit-Goon-Squad-Jennifer-Egan/dp/0307477479/,https://books.apple.com/us/book/a-visit-from-the-goon-squad/id419946209?itsct=books_toolbox&itscg=30200&at=1000l35AS&ls=1
A Walk in the Woods,Bill Bryson,https://www.goodbooks.io/books/a-walk-in-the-woods,https://global-uploads.webflow.com/5e33a765cf951f99dc204f8b/5e58371c7cd6281cd3fce510_a-walk-in-the-woods.jpeg,https://www.amazon.com/dp/0307279464,https://books.apple.com/us/book/a-walk-in-the-woods/id420526065?itsct=books_toolbox&itscg=30200&at=1000l35AS&ls=1
