Title,Author,Book_info_url,Book_cover_url,Amazon_url,Apple_book_url
A Man Without Breath,Philip Kerr,https://www.goodbooks.io/books/a-man-without-breath,https://global-uploads.webflow.com/5e33a765cf951f99dc204f8b/5e5836ed07af5b14a92bdcfc_a-man-without-breath.jpeg,https://www.amazon.com/dp/B00AI5APIY,https://books.apple.com/us/book/a-man-without-breath/id584488025?itsct=books_toolbox&itscg=30200&at=1000l35AS&ls=1
A Manual for Cleaning Women,Lucia Berlin,https://www.goodbooks.io/books/a-manual-for-cleaning-women,https://global-uploads.webflow.com/5e33a765cf951f99dc204f8b/5e72aad7655a2fb5f3c42758_a-manual-for-cleaning-women.jpeg,https://www.amazon.com/Manual-Cleaning-Women-Selected-Stories/dp/1250094739/,https://books.apple.com/us/book/a-manual-for-cleaning-women/id961884807?itsct=books_toolbox&itscg=30200&at=1000l35AS&ls=1
A Map of the World,Jane Hamilton,https://www.goodbooks.io/books/a-map-of-the-world,https://global-uploads.webflow.com/5e33a765cf951f99dc204f8b/5e5836ee1af7df5d2e3f2171_a-map-of-the-world.jpeg,https://www.amazon.com/dp/B004EPYWHY,https://books.apple.com/us/book/a-map-of-the-world/id419261502?itsct=books_toolbox&itscg=30200&at=1000l35AS&ls=1
A Master's Secret Whispers,Kapil Gupta,https://www.goodbooks.io/books/a-masters-secret-whispers,https://global-uploads.webflow.com/5e33a765cf951f99dc204f8b/5e89a05da6b2c13308a64fe6_a-masters-secret-whispers.jpeg,https://www.amazon.com/dp/1975841689/,
A Mathematician's Apology,G.H. Hardy,https://www.goodbooks.io/books/a-mathematicians-apology,https://global-uploads.webflow.com/5e33a765cf951f99dc204f8b/5e5836f058cc460315de8c44_a-mathematicians-apology.jpeg,https://www.amazon.com/dp/B00E3UR83A,https://books.apple.com/us/book/a-mathematicians-apology/id812311881?itsct=books_toolbox&itscg=30200&at=1000l35AS&ls=1
A Matter of Degrees,Gino Segr̬,https://www.goodbooks.io/books/a-matter-of-degrees,https://global-uploads.webflow.com/5e33a765cf951f99dc204f8b/5e5836f31af7df51043f21cb_a-matter-of-degrees.jpeg,https://www.amazon.com/dp/B00AFZI7LE,https://books.apple.com/us/book/a-matter-of-degrees/id506564963?itsct=books_toolbox&itscg=30200&at=1000l35AS&ls=1
A Meatloaf in Every Oven,Frank Bruni & Jennifer Steinhauer,https://www.goodbooks.io/books/a-meatloaf-in-every-oven,https://global-uploads.webflow.com/5e33a765cf951f99dc204f8b/5ebbcc9b67b76cab0a262efa_a-meatloaf-in-every-oven.jpeg,https://www.amazon.com/Meatloaf-Every-Oven-Recipes-Batalis/dp/1455563056/,https://books.apple.com/us/book/a-meatloaf-in-every-oven/id1122050021?itsct=books_toolbox&itscg=30200&at=1000l35AS&ct=books_a_meatloaf_in_every_oven&ls=1
A Message To Garcia,Elbert Hubbard,https://www.goodbooks.io/books/a-message-to-garcia,https://global-uploads.webflow.com/5e33a765cf951f99dc204f8b/5e5836f52197ec53ca4e5a80_a-message-to-garcia.jpeg,https://www.amazon.com/dp/0937539651,https://books.apple.com/us/book/a-message-to-garcia/id552378060?itsct=books_toolbox&itscg=30200&at=1000l35AS&ls=1
A Midsummer Night's Dream,William Shakespeare,https://www.goodbooks.io/books/a-midsummer-nights-dream,https://global-uploads.webflow.com/5e33a765cf951f99dc204f8b/5ebbcc9c7c0ec520ede812c5_a-midsummer-nights-dream.jpeg,https://www.amazon.com/Midsummer-Nights-Folger-Shakespeare-Library/dp/0743477545/,https://books.apple.com/us/book/a-midsummer-nights-dream/id446469125?itsct=books_toolbox&itscg=30200&at=1000l35AS&ct=books_a_midsummer_night%27s_dream&ls=1
A Million Little Pieces,James Frey,https://www.goodbooks.io/books/a-million-little-pieces,https://global-uploads.webflow.com/5e33a765cf951f99dc204f8b/5e5836f6c8f5870b23628f7e_a-million-little-pieces.jpeg,https://www.amazon.com/dp/0307276902,https://books.apple.com/us/book/a-million-little-pieces/id419976974?itsct=books_toolbox&itscg=30200&at=1000l35AS&ls=1
