Title,Author,Book_info_url,Book_cover_url,Amazon_url,Apple_book_url
A Sense of Where You Are,John McPhee,https://www.goodbooks.io/books/a-sense-of-where-you-are,https://global-uploads.webflow.com/5e33a765cf951f99dc204f8b/5e55e261ce3f1283b04b38b5_a-sense-of-where-you-are.jpeg,https://www.amazon.com/dp/0374526893,https://books.apple.com/us/book/a-sense-of-where-you-are/id453495711?itsct=books_toolbox&itscg=30200&at=1000l35AS&ls=1
A Separate Peace,John Knowles,https://www.goodbooks.io/books/a-separate-peace,https://global-uploads.webflow.com/5e33a765cf951f99dc204f8b/5e5837054e976e44ab1f0330_a-separate-peace.jpeg,https://www.amazon.com/dp/0743253973,https://books.apple.com/us/book/a-separate-peace/id1524612618?itsct=books_toolbox&itscg=30200&at=1000l35AS&ls=1
A Short Guide to a Happy Life,Anna Quindlen,https://www.goodbooks.io/books/a-short-guide-to-a-happy-life,https://global-uploads.webflow.com/5e33a765cf951f99dc204f8b/5e72aada8a616a1b94882c4b_a-short-guide-to-a-happy-life.jpeg,https://www.amazon.com/Short-Guide-Happy-Quindlen-2000-10-31/dp/B01K3O76RC/,https://books.apple.com/us/book/a-short-guide-to-a-happy-life/id420337235?itsct=books_toolbox&itscg=30200&at=1000l35AS&ls=1
A Short History of Financial Euphoria,John Kenneth Galbraith,https://www.goodbooks.io/books/a-short-history-of-financial-euphoria,https://global-uploads.webflow.com/5e33a765cf951f99dc204f8b/5e5837064e976e61c71f0337_a-short-history-of-financial-euphoria.jpeg,https://www.amazon.com/dp/0140238565,https://books.apple.com/us/book/a-short-history-of-financial-euphoria/id542035022?itsct=books_toolbox&itscg=30200&at=1000l35AS&ls=1
A Short History of Nearly Everything,Bill Bryson,https://www.goodbooks.io/books/a-short-history-of-nearly-everything,https://global-uploads.webflow.com/5e33a765cf951f99dc204f8b/5e55e2626725fd0c7d2e5c26_a-short-history-of-nearly-everything.jpeg,https://www.amazon.com/dp/076790818X,https://books.apple.com/us/book/a-short-history-of-nearly-everything/id419458951?itsct=books_toolbox&itscg=30200&at=1000l35AS&ls=1
A Soldier of the Great War,Mark Helprin,https://www.goodbooks.io/books/a-soldier-of-the-great-war,https://global-uploads.webflow.com/5e33a765cf951f99dc204f8b/5e927aebf70fbbd3660837ac_a-soldier-of-the-great-war.jpeg,https://www.amazon.com/Soldier-Great-War-Mark-Helprin/dp/0156031132/,https://books.apple.com/us/book/a-soldier-of-the-great-war/id1517949695?itsct=books_toolbox&itscg=30200&at=1000l35AS&ct=books_a_soldier_of_the_great_war&ls=1
A Sound of Thunder and Other Stories,Ray Bradbury,https://www.goodbooks.io/books/a-sound-of-thunder-and-other-stories,https://global-uploads.webflow.com/5e33a765cf951f99dc204f8b/5e58370b07af5b68df2bdd43_a-sound-of-thunder-and-other-stories.jpeg,https://www.amazon.com/dp/0060785691,https://books.apple.com/us/book/a-sound-of-thunder-and-other-stories/id642666287?itsct=books_toolbox&itscg=30200&at=1000l35AS&ls=1
A Splendid Exchange,William J. Bernstein,https://www.goodbooks.io/books/a-splendid-exchange,https://global-uploads.webflow.com/5e33a765cf951f99dc204f8b/5e58370dc8f5873e8f628fa4_a-splendid-exchange.jpeg,https://www.amazon.com/dp/0802144160,https://books.apple.com/us/book/a-splendid-exchange/id1366917934?itsct=books_toolbox&itscg=30200&at=1000l35AS&ls=1
A Sport and a Pastime,James Salter,https://www.goodbooks.io/books/a-sport-and-a-pastime,https://global-uploads.webflow.com/5e33a765cf951f99dc204f8b/5e83209aeb7ca0efee060369_a-sport-and-a-pastime.jpeg,https://www.amazon.com/Sport-Pastime-Novel-FSG-Classics/dp/0374530505/,https://books.apple.com/us/book/a-sport-and-a-pastime/id526274782?itsct=books_toolbox&itscg=30200&at=1000l35AS&ls=1
A Spy Among Friends,Ben Macintyre,https://www.goodbooks.io/books/a-spy-among-friends,https://global-uploads.webflow.com/5e33a765cf951f99dc204f8b/5e58370e4e976e52d21f0347_a-spy-among-friends.jpeg,https://www.amazon.com/dp/0804136653,https://books.apple.com/us/book/a-spy-among-friends/id813267943?itsct=books_toolbox&itscg=30200&at=1000l35AS&ls=1
A Still Quiet Place for Athletes,Amy Saltzman,https://www.goodbooks.io/books/a-still-quiet-place-for-athletes,https://global-uploads.webflow.com/5e33a765cf951f99dc204f8b/5f157e8c2ba25e4f4f01660f_a-still-quiet-place-for-athletes.jpeg,https://www.amazon.com/Still-Quiet-Place-Athletes-Mindfulness/dp/1684030218/,https://books.apple.com/us/audiobook/still-quiet-place-for-athletes-mindfulness-skills-for/id1499227896?itsct=books_toolbox&itscg=30200&at=1000l35AS&ls=1
A Storm of Swords,George R.R. Martin,https://www.goodbooks.io/books/a-storm-of-swords,https://global-uploads.webflow.com/5e33a765cf951f99dc204f8b/5e5837104e976e46761f034a_a-storm-of-swords.jpeg,https://www.amazon.com/dp/B000FBFN1U,https://books.apple.com/us/book/a-storm-of-swords/id419935315?itsct=books_toolbox&itscg=30200&at=1000l35AS&ls=1
