Title,Author,Book_info_url,Book_cover_url,Amazon_url,Apple_book_url
A God in Ruins,Kate Atkinson,https://www.goodbooks.io/books/a-god-in-ruins,https://global-uploads.webflow.com/5e33a765cf951f99dc204f8b/5ebbcc9885d62e12b5916c18_a-god-in-ruins.jpeg,https://www.amazon.com/God-Ruins-Costa-Novel-Winner-ebook/dp/B00QDGVGJY/,https://books.apple.com/us/book/a-god-in-ruins/id916836835?itsct=books_toolbox&itscg=30200&at=1000l35AS&ct=books_a_god_in_ruins&ls=1
A Good Man,Mark Shriver,https://www.goodbooks.io/books/a-good-man,https://global-uploads.webflow.com/5e33a765cf951f99dc204f8b/5e5836cafa505684880645de_a-good-man.jpeg,https://www.amazon.com/dp/1250031443,https://books.apple.com/us/book/a-good-man/id494939448?itsct=books_toolbox&itscg=30200&at=1000l35AS&ls=1
A Good Man Is Hard To Find,Flannery O'Connor,https://www.goodbooks.io/books/a-good-man-is-hard-to-find,https://global-uploads.webflow.com/5e33a765cf951f99dc204f8b/5e83209344cefccb386a838c_a-good-man-is-hard-to-find.jpeg,https://www.amazon.com/Good-Man-Hard-Find-Stories/dp/0571351816/,https://books.apple.com/us/book/a-good-man-is-hard-to-find-and-other-stories/id427574941?itsct=books_toolbox&itscg=30200&at=1000l35AS&ls=1
A Grain of Wheat,NgÅ©gÄ© wa Thiong'o,https://www.goodbooks.io/books/a-grain-of-wheat,https://global-uploads.webflow.com/5e33a765cf951f99dc204f8b/5e5836cdc8f587e3c8628ec3_a-grain-of-wheat.jpeg,https://www.amazon.com/dp/0143106767,https://books.apple.com/us/book/a-grain-of-wheat/id498636936?itsct=books_toolbox&itscg=30200&at=1000l35AS&ls=1
A Great Leap Forward,Alexander J. Field,https://www.goodbooks.io/books/a-great-leap-forward,https://global-uploads.webflow.com/5e33a765cf951f99dc204f8b/5e5836cfc8f5877819628ec7_a-great-leap-forward.jpeg,https://www.amazon.com/dp/0300188161,https://books.apple.com/us/book/a-great-leap-forward/id646317573?itsct=books_toolbox&itscg=30200&at=1000l35AS&ls=1
A Grown-Up Guide to Dinosaurs,Ben Garrod,https://www.goodbooks.io/books/a-grown-up-guide-to-dinosaurs,https://global-uploads.webflow.com/5e33a765cf951f99dc204f8b/5e83209454f5df5d61a002cd_a-grown-up-guide-to-dinosaurs.jpeg,https://www.amazon.com/Grown-Up-Guide-Dinosaurs-Audible-Original/dp/B07T3HC7BC/,
A Guide to Econometrics,Peter E. Kennedy,https://www.goodbooks.io/books/a-guide-to-econometrics,https://global-uploads.webflow.com/5e33a765cf951f99dc204f8b/5e72aad45ff0dff265636977_a-guide-to-econometrics.jpeg,https://www.amazon.com/Guide-Econometrics-6th-Peter-Kennedy/dp/1405182571/,
A Guide to LATEX,Helmut Kopka & Patrick W. Daly,https://www.goodbooks.io/books/a-guide-to-latex,https://global-uploads.webflow.com/5e33a765cf951f99dc204f8b/5e5836d058cc46a0bede8bb1_a-guide-to-latex.jpeg,https://www.amazon.com/dp/0201398257,https://books.apple.com/us/book/guide-to-latex-4-e/id401424899?itsct=books_toolbox&itscg=30200&at=1000l35AS&ls=1
A Guide to Writing as an Engineer,David F. Beer. & David A. McMurrey,https://www.goodbooks.io/books/a-guide-to-writing-as-an-engineer,https://global-uploads.webflow.com/5e33a765cf951f99dc204f8b/5e832095a4b3f15a05d11b45_a-guide-to-writing-as-an-engineer.jpeg,https://www.amazon.com/Guide-Writing-as-Engineer/dp/0471430749/,
A Guide to the Good Life,William B. Irvine,https://www.goodbooks.io/books/a-guide-to-the-good-life,https://global-uploads.webflow.com/5e33a765cf951f99dc204f8b/5e55e20424830bb95908a7c0_a-guide-to-the-good-life.jpeg,https://www.amazon.com/dp/0195374614,https://books.apple.com/us/book/a-guide-to-the-good-life/id775025961?itsct=books_toolbox&itscg=30200&at=1000l35AS&ls=1
A Guide to the I Ching,Carol K. Anthony,https://www.goodbooks.io/books/a-guide-to-the-i-ching,https://global-uploads.webflow.com/5e33a765cf951f99dc204f8b/5e5836d17cd6286d02fce44d_a-guide-to-the-i-ching.jpeg,https://www.amazon.com/dp/0960383247,
